0,1,2,3,4
159.0,457.0,558.0,537.0,641.0
159.0,767.0,91.0,1097.0,350.0
160.0,791.0,153.0,1070.0,281.0
160.0,767.0,372.0,1177.0,424.0
160.0,372.0,166.0,765.0,634.0
160.0,454.0,562.0,534.0,641.0
160.0,765.0,91.0,1097.0,352.0
161.0,789.0,156.0,1068.0,283.0
161.0,375.0,170.0,762.0,628.0
161.0,450.0,566.0,531.0,640.0
161.0,754.0,375.0,1175.0,426.0
161.0,763.0,90.0,1096.0,357.0
162.0,787.0,158.0,1065.0,285.0
162.0,374.0,173.0,758.0,626.0
162.0,448.0,569.0,528.0,640.0
162.0,751.0,373.0,1157.0,430.0
162.0,753.0,84.0,1101.0,375.0
163.0,785.0,159.0,1063.0,287.0
163.0,370.0,179.0,756.0,625.0
163.0,442.0,572.0,527.0,640.0
163.0,723.0,376.0,1151.0,432.0
163.0,753.0,86.0,1096.0,376.0
164.0,783.0,160.0,1061.0,290.0
164.0,369.0,183.0,752.0,625.0
164.0,718.0,380.0,1156.0,433.0
164.0,436.0,569.0,528.0,642.0
164.0,753.0,88.0,1096.0,378.0
165.0,786.0,166.0,1054.0,286.0
165.0,722.0,384.0,1157.0,430.0
165.0,434.0,570.0,525.0,640.0
165.0,367.0,184.0,751.0,624.0
165.0,751.0,90.0,1096.0,378.0
166.0,785.0,167.0,1054.0,288.0
166.0,720.0,384.0,1155.0,436.0
166.0,364.0,185.0,745.0,623.0
166.0,432.0,574.0,523.0,640.0
166.0,754.0,109.0,1088.0,336.0
167.0,783.0,166.0,1052.0,297.0
167.0,730.0,385.0,1158.0,436.0
167.0,432.0,572.0,522.0,639.0
167.0,360.0,206.0,737.0,630.0
167.0,764.0,106.0,1073.0,336.0
168.0,784.0,166.0,1053.0,299.0
168.0,731.0,386.0,1160.0,437.0
168.0,432.0,573.0,520.0,639.0
168.0,361.0,188.0,742.0,624.0
168.0,749.0,90.0,1095.0,384.0
169.0,784.0,167.0,1053.0,301.0
169.0,738.0,386.0,1162.0,438.0
169.0,359.0,188.0,744.0,623.0
169.0,430.0,575.0,520.0,638.0
169.0,748.0,89.0,1094.0,387.0
170.0,784.0,168.0,1054.0,302.0
170.0,736.0,387.0,1159.0,440.0
170.0,357.0,187.0,742.0,626.0
170.0,747.0,87.0,1095.0,391.0
170.0,431.0,578.0,516.0,637.0
171.0,783.0,169.0,1054.0,303.0
171.0,727.0,388.0,1162.0,441.0
171.0,754.0,97.0,1087.0,365.0
171.0,353.0,186.0,739.0,628.0
171.0,427.0,578.0,519.0,638.0
172.0,782.0,169.0,1054.0,305.0
172.0,721.0,390.0,1166.0,442.0
172.0,752.0,96.0,1086.0,371.0
172.0,350.0,183.0,737.0,630.0
172.0,428.0,581.0,510.0,637.0
173.0,780.0,171.0,1055.0,306.0
173.0,726.0,395.0,1155.0,440.0
173.0,344.0,182.0,730.0,618.0
173.0,750.0,96.0,1084.0,373.0
173.0,424.0,581.0,509.0,637.0
174.0,779.0,172.0,1054.0,307.0
174.0,749.0,397.0,1160.0,439.0
174.0,341.0,179.0,729.0,617.0
174.0,749.0,96.0,1080.0,374.0
174.0,421.0,585.0,507.0,639.0
175.0,778.0,173.0,1054.0,308.0
175.0,734.0,394.0,1157.0,444.0
175.0,418.0,586.0,504.0,639.0
175.0,331.0,160.0,721.0,627.0
175.0,748.0,96.0,1078.0,375.0
176.0,778.0,174.0,1053.0,309.0
176.0,734.0,394.0,1154.0,445.0
176.0,417.0,588.0,501.0,638.0
176.0,748.0,95.0,1076.0,378.0
176.0,351.0,204.0,706.0,632.0
177.0,778.0,175.0,1052.0,309.0
177.0,741.0,395.0,1146.0,447.0
177.0,412.0,593.0,501.0,636.0
177.0,325.0,164.0,717.0,627.0
177.0,746.0,96.0,1076.0,380.0
178.0,777.0,176.0,1051.0,309.0
178.0,729.0,396.0,1147.0,448.0
178.0,320.0,168.0,723.0,626.0
178.0,409.0,594.0,501.0,636.0
178.0,745.0,96.0,1076.0,382.0
179.0,776.0,177.0,1050.0,310.0
179.0,747.0,403.0,1146.0,443.0
179.0,319.0,166.0,722.0,625.0
179.0,738.0,85.0,1078.0,403.0
179.0,408.0,595.0,500.0,636.0
180.0,776.0,178.0,1049.0,311.0
180.0,735.0,398.0,1144.0,451.0
180.0,322.0,165.0,712.0,624.0
180.0,738.0,85.0,1077.0,403.0
180.0,407.0,596.0,500.0,636.0
181.0,776.0,179.0,1048.0,311.0
181.0,751.0,405.0,1141.0,444.0
181.0,316.0,162.0,723.0,624.0
181.0,738.0,86.0,1078.0,403.0
181.0,405.0,597.0,500.0,636.0
182.0,162.0,393.0,1007.0,650.0
182.0,121.0,93.0,1045.0,656.0
182.0,213.0,238.0,397.0,299.0
182.0,489.0,116.0,804.0,367.0
183.0,212.0,392.0,998.0,645.0
183.0,174.0,97.0,1051.0,654.0
183.0,490.0,120.0,801.0,368.0
183.0,262.0,243.0,398.0,290.0
184.0,224.0,397.0,997.0,644.0
184.0,202.0,99.0,1044.0,652.0
184.0,491.0,119.0,803.0,369.0
185.0,258.0,396.0,997.0,642.0
185.0,255.0,128.0,1020.0,643.0
185.0,492.0,116.0,806.0,368.0
186.0,327.0,395.0,995.0,637.0
186.0,298.0,130.0,1020.0,642.0
186.0,490.0,106.0,804.0,370.0
186.0,1209.0,72.0,1277.0,645.0
187.0,332.0,395.0,996.0,637.0
187.0,320.0,130.0,1018.0,642.0
187.0,494.0,116.0,810.0,369.0
188.0,338.0,394.0,1000.0,639.0
188.0,336.0,134.0,1019.0,641.0
188.0,494.0,115.0,812.0,370.0
188.0,1211.0,72.0,1276.0,647.0
189.0,358.0,394.0,997.0,637.0
189.0,359.0,129.0,1018.0,641.0
189.0,493.0,114.0,811.0,370.0
190.0,401.0,396.0,994.0,635.0
190.0,403.0,105.0,1034.0,649.0
190.0,494.0,94.0,819.0,375.0
190.0,1214.0,62.0,1277.0,653.0
191.0,421.0,398.0,994.0,634.0
191.0,493.0,94.0,819.0,378.0
191.0,414.0,87.0,1026.0,647.0
191.0,28.0,467.0,162.0,624.0
192.0,445.0,398.0,991.0,635.0
192.0,433.0,102.0,1032.0,650.0
192.0,493.0,91.0,824.0,379.0
192.0,28.0,466.0,163.0,626.0
193.0,451.0,398.0,995.0,643.0
193.0,441.0,102.0,1033.0,649.0
193.0,494.0,91.0,823.0,379.0
193.0,28.0,469.0,163.0,628.0
193.0,1215.0,59.0,1277.0,658.0
194.0,453.0,400.0,994.0,644.0
194.0,447.0,91.0,1026.0,648.0
194.0,493.0,95.0,821.0,379.0
194.0,28.0,476.0,159.0,627.0
194.0,1215.0,60.0,1277.0,658.0
195.0,472.0,400.0,992.0,643.0
195.0,494.0,92.0,823.0,380.0
195.0,448.0,97.0,1025.0,670.0
195.0,1215.0,61.0,1277.0,660.0
196.0,483.0,401.0,992.0,643.0
196.0,445.0,90.0,1025.0,647.0
196.0,494.0,95.0,821.0,380.0
196.0,26.0,481.0,158.0,628.0
196.0,1216.0,64.0,1277.0,661.0
197.0,489.0,401.0,991.0,643.0
197.0,491.0,113.0,814.0,372.0
197.0,434.0,103.0,1033.0,659.0
197.0,1216.0,66.0,1277.0,663.0
198.0,498.0,402.0,988.0,644.0
198.0,385.0,93.0,1136.0,659.0
198.0,496.0,96.0,824.0,381.0
198.0,42.0,494.0,136.0,622.0
198.0,1217.0,65.0,1277.0,661.0
199.0,501.0,400.0,990.0,644.0
199.0,440.0,91.0,1021.0,647.0
199.0,490.0,114.0,820.0,372.0
199.0,507.0,561.0,944.0,639.0
199.0,42.0,496.0,131.0,622.0
199.0,1217.0,65.0,1277.0,660.0
200.0,514.0,400.0,991.0,644.0
200.0,454.0,91.0,1020.0,646.0
200.0,490.0,114.0,825.0,373.0
200.0,509.0,563.0,943.0,638.0
201.0,518.0,399.0,991.0,644.0
201.0,455.0,91.0,1021.0,645.0
201.0,494.0,95.0,828.0,389.0
201.0,517.0,562.0,945.0,638.0
202.0,522.0,397.0,991.0,644.0
202.0,457.0,93.0,1021.0,645.0
202.0,493.0,95.0,830.0,397.0
202.0,523.0,560.0,947.0,638.0
203.0,525.0,392.0,991.0,643.0
203.0,449.0,99.0,1035.0,647.0
203.0,496.0,112.0,836.0,390.0
204.0,526.0,396.0,989.0,638.0
204.0,449.0,104.0,1040.0,643.0
204.0,496.0,119.0,833.0,378.0
205.0,521.0,397.0,991.0,638.0
205.0,454.0,106.0,1038.0,641.0
205.0,499.0,121.0,833.0,378.0
206.0,514.0,384.0,1012.0,644.0
206.0,456.0,109.0,1037.0,642.0
206.0,499.0,128.0,834.0,380.0
206.0,44.0,503.0,128.0,628.0
207.0,515.0,380.0,1013.0,644.0
207.0,458.0,113.0,1038.0,642.0
207.0,503.0,132.0,830.0,381.0
208.0,516.0,378.0,1013.0,644.0
208.0,464.0,116.0,1035.0,641.0
208.0,505.0,129.0,840.0,404.0
209.0,523.0,387.0,992.0,639.0
209.0,461.0,116.0,1035.0,642.0
209.0,508.0,144.0,833.0,406.0
210.0,526.0,388.0,992.0,640.0
210.0,429.0,135.0,1031.0,643.0
210.0,496.0,149.0,830.0,421.0
211.0,528.0,386.0,991.0,641.0
211.0,476.0,185.0,1001.0,629.0
211.0,45.0,497.0,146.0,634.0
212.0,530.0,383.0,990.0,641.0
212.0,442.0,129.0,1032.0,636.0
212.0,43.0,498.0,146.0,633.0
212.0,470.0,156.0,824.0,422.0
213.0,518.0,372.0,1015.0,646.0
213.0,446.0,128.0,1050.0,643.0
213.0,468.0,155.0,821.0,413.0
213.0,47.0,494.0,140.0,631.0
214.0,523.0,361.0,991.0,646.0
214.0,449.0,123.0,1043.0,648.0
214.0,42.0,487.0,155.0,632.0
215.0,527.0,366.0,987.0,644.0
215.0,440.0,120.0,1043.0,649.0
215.0,34.0,482.0,162.0,632.0
215.0,464.0,139.0,820.0,407.0
216.0,527.0,356.0,987.0,644.0
216.0,440.0,110.0,1038.0,644.0
216.0,466.0,131.0,829.0,406.0
216.0,37.0,475.0,161.0,632.0
217.0,516.0,340.0,1000.0,645.0
217.0,435.0,113.0,1038.0,657.0
217.0,465.0,125.0,833.0,400.0
217.0,36.0,467.0,164.0,631.0
218.0,519.0,340.0,998.0,647.0
218.0,433.0,115.0,1044.0,659.0
218.0,36.0,459.0,169.0,630.0
218.0,471.0,118.0,829.0,397.0
219.0,519.0,344.0,999.0,647.0
219.0,441.0,114.0,1048.0,662.0
219.0,39.0,451.0,167.0,630.0
219.0,465.0,122.0,815.0,397.0
220.0,521.0,343.0,997.0,640.0
220.0,445.0,116.0,1050.0,659.0
220.0,12.0,82.0,200.0,303.0
221.0,522.0,347.0,1001.0,643.0
221.0,445.0,108.0,1055.0,657.0
221.0,4.0,78.0,218.0,300.0
222.0,522.0,355.0,1017.0,638.0
222.0,444.0,105.0,1053.0,652.0
222.0,5.0,79.0,212.0,296.0
222.0,25.0,226.0,191.0,286.0
223.0,526.0,350.0,1008.0,639.0
223.0,439.0,102.0,1043.0,649.0
223.0,6.0,80.0,208.0,291.0
224.0,466.0,284.0,1036.0,638.0
224.0,387.0,102.0,1150.0,653.0
224.0,7.0,81.0,198.0,285.0
225.0,423.0,294.0,1037.0,643.0
225.0,340.0,103.0,1151.0,653.0
225.0,7.0,87.0,195.0,264.0
226.0,405.0,289.0,1037.0,644.0
226.0,341.0,103.0,1199.0,656.0
226.0,8.0,84.0,185.0,254.0
227.0,412.0,284.0,1029.0,635.0
227.0,390.0,124.0,1211.0,654.0
227.0,561.0,359.0,932.0,634.0
227.0,9.0,83.0,176.0,234.0
228.0,569.0,341.0,968.0,600.0
228.0,405.0,267.0,1032.0,614.0
228.0,9.0,85.0,171.0,205.0
228.0,1050.0,75.0,1276.0,650.0
229.0,598.0,394.0,950.0,575.0
229.0,386.0,233.0,1010.0,597.0
229.0,1048.0,72.0,1277.0,655.0
230.0,379.0,181.0,1039.0,593.0
230.0,1050.0,74.0,1279.0,655.0
230.0,537.0,343.0,959.0,539.0
231.0,375.0,148.0,1026.0,542.0
231.0,270.0,103.0,1266.0,652.0
231.0,1044.0,78.0,1275.0,633.0
232.0,375.0,121.0,1016.0,538.0
232.0,259.0,91.0,1234.0,644.0
233.0,372.0,97.0,1017.0,506.0
233.0,281.0,75.0,1235.0,646.0
233.0,400.0,133.0,810.0,448.0
234.0,377.0,90.0,981.0,460.0
234.0,344.0,67.0,1181.0,622.0
234.0,821.0,489.0,1002.0,630.0
235.0,384.0,90.0,977.0,389.0
235.0,351.0,81.0,1141.0,614.0
236.0,378.0,79.0,944.0,343.0
236.0,337.0,75.0,1075.0,598.0
237.0,393.0,71.0,947.0,310.0
237.0,313.0,71.0,1047.0,572.0
238.0,384.0,90.0,923.0,267.0
239.0,393.0,81.0,922.0,228.0
239.0,556.0,308.0,1049.0,627.0
240.0,387.0,77.0,898.0,189.0
241.0,406.0,79.0,885.0,149.0
241.0,340.0,86.0,1224.0,634.0
242.0,509.0,97.0,1229.0,657.0
